Respondent_ID,Age,Gender,Income_Level,Frequency_of_Consumption,Brand_Preference,Satisfaction_Level,Purchase_Location,Reason_for_Choice,Occasions_of_Buying,Most_Often_Consumed_Brand,Consumed_With,NPS_Score,Taste_Rating,Price_Rating,Packaging_Rating,Brand_Reputation_Rating,Availability_Rating,Sweetness_Rating,Fizziness_Rating
198,19,Prefer Not to Say,Middle,Monthly,Other,Satisfied,Online,Price,Restaurants,Pepsi,With Colleagues,6,2,1,1,5,4,3,2
199,41,Prefer Not to Say,High,Monthly,Coke,Satisfied,Vending Machine,Taste,Sports Events,Coke,Alone,5,5,2,3,2,2,3,3
200,41,Female,Middle,Rarely,Store Brand,Dissatisfied,Online,Brand Loyalty,Parties,RC Cola,Other,5,4,4,4,2,4,2,3
201,56,Non-Binary,Low,Daily,Coke,Satisfied,Convenience Store,Price,Other,Store Brand,With Friends,5,4,3,5,5,3,5,5
202,45,Male,Low,Monthly,Coke,Satisfied,Vending Machine,Price,Home,Store Brand,With Family,8,5,4,3,5,5,4,1
203,25,Non-Binary,Middle,Monthly,Other,Neutral,Supermarket,Brand Loyalty,Parties,Store Brand,Other,4,5,5,3,1,4,1,2
204,46,Female,High,Weekly,RC Cola,Neutral,Vending Machine,Brand Loyalty,Parties,Pepsi,Alone,2,3,2,3,3,5,5,3
205,42,Prefer Not to Say,Middle,Monthly,RC Cola,Neutral,Other,Price,Parties,Coke,Alone,4,3,5,2,5,2,1,1
206,48,Prefer Not to Say,Middle,Monthly,Other,Satisfied,Other,Brand Loyalty,Travel,Store Brand,With Friends,6,1,1,2,2,3,2,5
207,58,Prefer Not to Say,High,Never,Other,Satisfied,Vending Machine,Taste,Other,RC Cola,Alone,7,5,2,1,1,5,1,4
208,60,Prefer Not to Say,Low,Monthly,RC Cola,Very Dissatisfied,Supermarket,Other,Other,RC Cola,With Friends,4,5,1,4,3,2,4,3
209,44,Prefer Not to Say,Low,Monthly,Coke,Neutral,Other,Price,Work,RC Cola,Alone,8,1,4,2,5,2,5,1
210,52,Male,Middle,Daily,Coke,Very Satisfied,Supermarket,Availability,Sports Events,Other,With Friends,8,2,4,4,3,2,1,5
211,32,Prefer Not to Say,Middle,Rarely,Pepsi,Dissatisfied,Other,Other,Work,RC Cola,Other,3,5,4,5,5,2,5,2
212,47,Prefer Not to Say,Middle,Monthly,Coke,Neutral,Other,Price,Home,Other,With Family,7,4,5,1,5,3,4,4
213,18,Prefer Not to Say,Middle,Rarely,Store Brand,Neutral,Vending Machine,Taste,Other,Store Brand,With Family,4,2,3,5,1,4,5,5
214,45,Non-Binary,Middle,Rarely,Coke,Very Dissatisfied,Vending Machine,Price,Restaurants,Pepsi,Other,7,2,2,5,1,5,1,5
215,51,Prefer Not to Say,Low,Never,Store Brand,Very Satisfied,Convenience Store,Brand Loyalty,Work,Coke,Other,3,1,1,3,4,4,4,2
216,39,Female,High,Rarely,Pepsi,Dissatisfied,Convenience Store,Taste,Work,RC Cola,With Family,3,4,4,3,5,4,2,4
217,50,Female,Low,Weekly,Pepsi,Neutral,Convenience Store,Availability,Restaurants,RC Cola,With Family,10,5,3,1,1,3,5,4
218,58,Female,High,Rarely,Store Brand,Very Dissatisfied,Supermarket,Taste,Work,Other,With Family,10,1,2,3,4,2,5,2
219,49,Female,Low,Rarely,Other,Dissatisfied,Convenience Store,Taste,Sports Events,Coke,Other,6,2,1,5,3,5,3,4
220,59,Female,Low,Never,Store Brand,Neutral,Vending Machine,Price,Sports Events,Store Brand,Other,1,3,5,4,4,1,3,5
221,54,Female,Low,Daily,Store Brand,Dissatisfied,Supermarket,Brand Loyalty,Sports Events,Pepsi,With Family,6,3,5,1,1,1,5,4
222,25,Female,Low,Daily,RC Cola,Very Satisfied,Vending Machine,Other,Restaurants,Store Brand,Other,9,5,5,4,5,1,2,2
223,28,Prefer Not to Say,High,Never,Coke,Neutral,Convenience Store,Other,Travel,Store Brand,Other,0,4,5,1,5,2,1,5
224,57,Prefer Not to Say,Low,Monthly,Pepsi,Very Dissatisfied,Convenience Store,Taste,Home,Pepsi,Alone,5,3,3,1,3,2,5,2
225,24,Female,Middle,Weekly,Store Brand,Dissatisfied,Supermarket,Taste,Parties,Pepsi,Other,2,1,2,2,1,4,4,3
226,36,Prefer Not to Say,Low,Daily,Other,Dissatisfied,Online,Taste,Other,Other,With Family,10,5,5,1,3,1,2,3
227,54,Female,High,Monthly,Store Brand,Very Satisfied,Convenience Store,Brand Loyalty,Travel,RC Cola,Alone,3,2,2,2,1,2,2,2
228,35,Male,Middle,Monthly,Pepsi,Neutral,Online,Availability,Home,Other,With Family,4,5,2,4,1,1,1,5
229,40,Prefer Not to Say,Middle,Weekly,Coke,Satisfied,Convenience Store,Price,Home,RC Cola,With Colleagues,4,4,1,1,4,4,1,1
230,22,Male,High,Monthly,Pepsi,Very Satisfied,Online,Availability,Parties,Store Brand,With Colleagues,10,3,3,3,3,5,2,4
231,27,Female,Low,Daily,RC Cola,Very Satisfied,Convenience Store,Price,Travel,RC Cola,With Family,2,1,5,5,4,2,3,1
232,53,Non-Binary,Low,Daily,Other,Satisfied,Convenience Store,Taste,Sports Events,Pepsi,With Family,4,1,2,4,2,5,1,1
233,41,Prefer Not to Say,Middle,Monthly,Store Brand,Dissatisfied,Online,Price,Sports Events,Pepsi,Alone,9,2,5,2,3,1,2,1
234,51,Male,Low,Daily,Pepsi,Satisfied,Supermarket,Brand Loyalty,Work,Coke,With Colleagues,10,4,5,5,4,1,3,5
235,56,Female,High,Rarely,RC Cola,Very Dissatisfied,Vending Machine,Other,Restaurants,Pepsi,With Colleagues,0,4,2,3,4,3,2,2
236,21,Female,Low,Daily,Other,Neutral,Other,Other,Work,RC Cola,Alone,2,2,5,2,3,3,2,1
237,43,Male,Middle,Monthly,Store Brand,Very Satisfied,Supermarket,Other,Parties,Pepsi,With Friends,3,2,3,1,4,3,1,2
238,53,Female,High,Weekly,RC Cola,Very Dissatisfied,Supermarket,Brand Loyalty,Work,Pepsi,With Family,5,4,4,4,1,5,2,4
239,43,Female,Middle,Never,Pepsi,Neutral,Other,Brand Loyalty,Other,Pepsi,Other,9,3,2,1,2,3,3,2
240,41,Female,Low,Rarely,RC Cola,Neutral,Other,Taste,Home,Pepsi,With Friends,8,2,3,4,4,2,3,2
241,43,Prefer Not to Say,High,Never,Pepsi,Satisfied,Other,Availability,Sports Events,Coke,With Family,3,3,5,4,5,2,5,2
242,28,Non-Binary,Middle,Daily,Store Brand,Satisfied,Online,Taste,Restaurants,RC Cola,With Friends,10,4,2,3,1,5,1,4
243,22,Female,Low,Daily,RC Cola,Satisfied,Convenience Store,Brand Loyalty,Restaurants,Store Brand,Other,9,3,3,1,2,3,1,1
244,51,Female,Middle,Daily,Other,Very Satisfied,Supermarket,Price,Travel,Coke,With Family,5,1,2,4,5,2,3,2
245,32,Prefer Not to Say,Middle,Rarely,Other,Very Dissatisfied,Convenience Store,Availability,Restaurants,Store Brand,With Colleagues,7,4,1,3,1,5,4,3
246,57,Prefer Not to Say,High,Weekly,Other,Very Dissatisfied,Supermarket,Availability,Parties,Coke,With Friends,9,1,2,1,3,3,4,3
247,63,Male,High,Weekly,Coke,Dissatisfied,Convenience Store,Availability,Sports Events,Other,Other,5,1,3,3,1,1,1,3
248,43,Male,Middle,Daily,Pepsi,Very Satisfied,Other,Taste,Home,Store Brand,With Friends,4,2,2,5,3,4,1,1
249,39,Female,Middle,Monthly,Coke,Dissatisfied,Online,Taste,Travel,Other,With Family,0,1,5,2,1,1,5,1
250,54,Non-Binary,High,Monthly,Coke,Very Dissatisfied,Online,Taste,Home,Store Brand,Alone,5,4,3,3,1,4,1,5
251,22,Male,Middle,Daily,Coke,Neutral,Online,Other,Sports Events,Other,With Family,5,2,2,1,1,1,2,4
252,59,Male,Middle,Monthly,RC Cola,Very Dissatisfied,Other,Price,Restaurants,Other,With Friends,10,2,5,5,2,3,2,5
253,39,Prefer Not to Say,Middle,Rarely,RC Cola,Very Dissatisfied,Supermarket,Other,Sports Events,Pepsi,Alone,1,5,3,3,2,3,1,4
254,54,Prefer Not to Say,Middle,Never,Store Brand,Very Satisfied,Supermarket,Other,Restaurants,Other,Other,4,1,4,1,4,4,3,2
255,36,Female,Low,Rarely,Pepsi,Very Dissatisfied,Other,Brand Loyalty,Restaurants,Other,With Family,1,2,1,3,1,3,2,5
256,54,Female,High,Rarely,RC Cola,Dissatisfied,Supermarket,Price,Travel,RC Cola,With Family,0,1,4,2,3,4,4,1
257,64,Non-Binary,High,Rarely,Store Brand,Satisfied,Other,Other,Sports Events,Coke,With Friends,7,3,3,3,2,3,4,4
258,52,Prefer Not to Say,Middle,Monthly,Pepsi,Very Satisfied,Vending Machine,Price,Parties,Other,With Family,10,5,1,3,5,4,5,3
259,39,Female,High,Weekly,Store Brand,Very Dissatisfied,Other,Availability,Parties,Pepsi,With Friends,5,3,3,2,2,1,5,4
260,20,Non-Binary,High,Weekly,Store Brand,Dissatisfied,Convenience Store,Price,Travel,Store Brand,Alone,6,3,1,3,5,1,2,4
261,56,Prefer Not to Say,Low,Rarely,Pepsi,Very Satisfied,Vending Machine,Taste,Sports Events,Coke,With Family,2,3,3,4,1,4,4,1
262,53,Prefer Not to Say,High,Weekly,Pepsi,Neutral,Supermarket,Price,Home,Store Brand,Alone,2,4,3,1,1,4,2,4
263,49,Male,Low,Weekly,RC Cola,Very Satisfied,Supermarket,Availability,Parties,RC Cola,With Colleagues,1,3,2,4,2,3,2,4
264,20,Prefer Not to Say,Middle,Never,Store Brand,Neutral,Online,Price,Restaurants,Store Brand,With Family,1,4,4,5,2,3,3,4
265,56,Non-Binary,High,Rarely,Coke,Satisfied,Convenience Store,Taste,Sports Events,Other,With Family,3,3,5,1,1,1,5,3
266,41,Male,Low,Rarely,Store Brand,Very Dissatisfied,Other,Availability,Restaurants,Coke,With Family,1,3,5,5,2,4,4,4
267,27,Non-Binary,Low,Monthly,RC Cola,Very Dissatisfied,Supermarket,Taste,Sports Events,Coke,With Friends,6,3,3,1,1,2,3,5
268,38,Female,High,Weekly,Pepsi,Satisfied,Other,Price,Restaurants,Store Brand,With Friends,4,4,5,2,5,3,3,3
269,20,Prefer Not to Say,High,Rarely,Pepsi,Satisfied,Vending Machine,Other,Restaurants,Coke,With Colleagues,8,3,4,2,1,2,5,4
270,25,Male,Middle,Daily,RC Cola,Satisfied,Vending Machine,Price,Parties,Store Brand,Other,7,1,2,3,3,5,1,3
271,49,Female,Middle,Daily,Pepsi,Very Dissatisfied,Vending Machine,Other,Other,Pepsi,With Family,2,4,3,5,1,3,1,3
272,34,Non-Binary,High,Daily,RC Cola,Very Dissatisfied,Supermarket,Brand Loyalty,Parties,Coke,With Family,0,5,1,1,3,5,4,4
273,25,Non-Binary,Low,Weekly,Other,Very Dissatisfied,Online,Brand Loyalty,Travel,Store Brand,With Friends,5,3,3,3,2,4,4,1
274,24,Non-Binary,High,Monthly,Store Brand,Very Dissatisfied,Online,Brand Loyalty,Travel,Pepsi,With Colleagues,5,2,3,3,4,3,4,2
275,21,Non-Binary,High,Monthly,Pepsi,Neutral,Online,Availability,Travel,Other,Other,8,1,1,3,1,1,3,4
276,31,Prefer Not to Say,High,Rarely,Pepsi,Neutral,Convenience Store,Brand Loyalty,Parties,RC Cola,With Friends,7,3,1,4,5,5,4,4
277,28,Male,Middle,Rarely,RC Cola,Satisfied,Convenience Store,Price,Other,Coke,With Friends,8,3,3,4,4,5,4,5
278,50,Prefer Not to Say,Low,Never,Coke,Dissatisfied,Other,Other,Home,Coke,Other,5,4,3,4,5,4,3,5
279,38,Prefer Not to Say,High,Weekly,Pepsi,Very Satisfied,Other,Brand Loyalty,Parties,Pepsi,With Friends,5,4,3,4,1,3,1,5
280,31,Prefer Not to Say,Middle,Never,Coke,Dissatisfied,Vending Machine,Taste,Work,Store Brand,With Friends,3,5,2,5,5,2,3,4
281,63,Female,Low,Daily,Other,Satisfied,Convenience Store,Brand Loyalty,Travel,Pepsi,With Family,4,4,4,1,4,2,3,1
282,18,Non-Binary,Low,Daily,Pepsi,Very Satisfied,Convenience Store,Brand Loyalty,Home,Store Brand,With Colleagues,6,5,1,3,4,2,1,2
283,56,Non-Binary,High,Weekly,Coke,Dissatisfied,Supermarket,Brand Loyalty,Restaurants,Other,With Family,4,3,5,1,4,1,4,2
284,57,Male,Middle,Monthly,Coke,Very Satisfied,Online,Other,Sports Events,Other,With Family,8,3,2,3,4,5,3,5
285,31,Male,Middle,Never,Other,Dissatisfied,Online,Availability,Sports Events,Other,With Colleagues,1,1,1,4,1,4,4,2
286,47,Non-Binary,Middle,Weekly,Pepsi,Dissatisfied,Convenience Store,Price,Home,Store Brand,With Friends,2,4,4,1,3,2,5,2
287,63,Female,Low,Monthly,Store Brand,Satisfied,Online,Availability,Sports Events,Pepsi,Alone,0,5,4,4,1,3,1,3
288,40,Female,High,Rarely,Other,Very Dissatisfied,Online,Taste,Parties,Coke,With Family,0,4,2,1,3,2,4,2
289,34,Male,Low,Rarely,Store Brand,Very Satisfied,Supermarket,Brand Loyalty,Other,Pepsi,With Family,10,1,5,4,4,4,4,2
290,61,Non-Binary,Middle,Rarely,Coke,Neutral,Other,Other,Parties,Other,With Colleagues,5,3,4,1,3,5,3,3
291,52,Male,Low,Daily,Coke,Dissatisfied,Vending Machine,Availability,Parties,Coke,Other,8,1,4,2,4,1,5,3
292,50,Non-Binary,High,Monthly,Store Brand,Neutral,Vending Machine,Taste,Home,Other,Other,10,3,3,1,2,2,4,2
293,46,Prefer Not to Say,High,Monthly,Store Brand,Very Satisfied,Other,Other,Travel,Coke,With Friends,1,5,3,1,4,4,3,2
294,43,Prefer Not to Say,Low,Never,RC Cola,Neutral,Online,Other,Home,RC Cola,Other,8,3,1,4,5,1,2,1
295,21,Male,Low,Daily,Pepsi,Dissatisfied,Convenience Store,Availability,Sports Events,Store Brand,With Friends,1,5,2,3,3,1,3,1
296,23,Non-Binary,Middle,Rarely,Coke,Satisfied,Other,Other,Home,Coke,Other,2,4,1,4,3,5,2,2
297,46,Non-Binary,Middle,Weekly,Store Brand,Neutral,Online,Taste,Parties,RC Cola,Alone,5,1,5,5,3,3,2,5
298,41,Female,High,Daily,Coke,Dissatisfied,Other,Other,Sports Events,Other,With Family,2,3,5,2,5,5,1,5
299,41,Female,High,Daily,RC Cola,Dissatisfied,Online,Brand Loyalty,Travel,RC Cola,With Family,0,1,1,3,5,5,3,3
300,42,Prefer Not to Say,High,Monthly,Other,Satisfied,Convenience Store,Price,Parties,Pepsi,With Colleagues,2,2,3,1,1,4,4,2
301,18,Prefer Not to Say,High,Never,Other,Very Dissatisfied,Convenience Store,Taste,Sports Events,Store Brand,With Colleagues,0,2,4,1,3,5,2,3
302,54,Prefer Not to Say,Middle,Monthly,Store Brand,Very Dissatisfied,Other,Taste,Sports Events,Other,Alone,4,1,4,3,5,5,1,5
303,45,Female,Middle,Monthly,Store Brand,Satisfied,Supermarket,Availability,Work,RC Cola,With Friends,10,3,2,1,4,4,5,3
304,50,Prefer Not to Say,Middle,Weekly,Store Brand,Very Satisfied,Supermarket,Taste,Home,Other,Alone,7,2,2,3,1,4,2,3
305,45,Male,High,Weekly,RC Cola,Very Satisfied,Supermarket,Taste,Restaurants,RC Cola,With Colleagues,10,2,1,4,1,3,5,5
306,46,Female,Middle,Monthly,Store Brand,Very Dissatisfied,Convenience Store,Brand Loyalty,Other,RC Cola,Alone,9,3,5,1,4,2,2,5
307,46,Female,High,Monthly,Store Brand,Very Satisfied,Other,Availability,Restaurants,Other,Other,7,4,2,2,5,3,2,3
308,58,Non-Binary,High,Weekly,Coke,Very Satisfied,Online,Other,Travel,Coke,Alone,10,5,1,3,5,4,2,5
309,31,Prefer Not to Say,Middle,Daily,Store Brand,Satisfied,Other,Other,Parties,Coke,With Friends,2,1,2,5,3,2,1,1
310,35,Male,Low,Never,RC Cola,Very Dissatisfied,Online,Price,Other,Coke,With Colleagues,3,1,2,2,1,1,3,2
311,20,Male,Middle,Monthly,RC Cola,Very Satisfied,Other,Taste,Restaurants,Store Brand,With Friends,10,4,2,5,2,1,3,3
312,64,Female,Low,Weekly,Coke,Neutral,Other,Availability,Home,Coke,With Friends,9,1,5,1,4,2,1,2
313,20,Prefer Not to Say,High,Monthly,Pepsi,Neutral,Other,Price,Sports Events,Other,With Family,8,1,4,5,2,2,4,4
314,58,Male,Low,Daily,RC Cola,Very Dissatisfied,Other,Availability,Home,Pepsi,With Colleagues,4,4,2,3,5,5,5,5
315,23,Prefer Not to Say,Middle,Never,RC Cola,Dissatisfied,Other,Taste,Parties,Other,Other,2,4,3,1,3,2,2,1
316,59,Female,Low,Monthly,Pepsi,Very Satisfied,Vending Machine,Taste,Home,Coke,Other,9,2,5,2,4,4,1,4
317,48,Prefer Not to Say,High,Never,Pepsi,Very Satisfied,Supermarket,Price,Home,Store Brand,With Colleagues,7,1,5,2,1,2,2,1
318,42,Female,High,Never,Pepsi,Neutral,Vending Machine,Other,Restaurants,RC Cola,With Friends,6,1,5,5,1,5,4,2
319,63,Non-Binary,High,Weekly,RC Cola,Very Satisfied,Supermarket,Price,Parties,Coke,Other,9,3,2,5,4,2,1,2
320,18,Non-Binary,Middle,Rarely,Other,Satisfied,Other,Price,Home,Pepsi,Alone,9,4,2,1,5,1,4,2
321,30,Female,Middle,Never,Pepsi,Satisfied,Convenience Store,Brand Loyalty,Other,Coke,With Family,8,1,1,5,5,2,5,1
322,51,Female,High,Daily,Pepsi,Satisfied,Other,Availability,Travel,Coke,With Family,8,5,2,3,1,5,4,3
323,44,Non-Binary,High,Weekly,Other,Very Satisfied,Online,Price,Home,Pepsi,With Friends,5,2,5,4,1,1,3,1
324,23,Non-Binary,Low,Weekly,Store Brand,Very Satisfied,Online,Price,Parties,Pepsi,Alone,3,3,5,4,4,5,3,3
325,62,Prefer Not to Say,Middle,Weekly,Coke,Dissatisfied,Convenience Store,Price,Restaurants,Pepsi,With Colleagues,5,2,3,5,5,1,5,3
326,18,Male,High,Weekly,Pepsi,Dissatisfied,Convenience Store,Taste,Other,RC Cola,Other,6,4,2,1,3,2,5,4
327,30,Prefer Not to Say,Low,Never,Other,Very Satisfied,Vending Machine,Brand Loyalty,Parties,Other,With Family,9,2,5,4,4,4,2,5
328,57,Prefer Not to Say,Middle,Weekly,RC Cola,Satisfied,Supermarket,Taste,Restaurants,Store Brand,Other,1,3,2,3,5,2,2,2
329,58,Female,Low,Rarely,Coke,Very Dissatisfied,Vending Machine,Price,Other,Coke,Alone,7,1,5,5,3,3,2,4
330,31,Prefer Not to Say,Low,Monthly,RC Cola,Dissatisfied,Online,Taste,Travel,Coke,With Family,8,5,4,5,4,2,3,3
331,41,Non-Binary,Middle,Monthly,Other,Dissatisfied,Vending Machine,Brand Loyalty,Sports Events,Pepsi,Other,5,5,2,3,3,3,3,1
332,37,Non-Binary,Low,Rarely,Coke,Neutral,Supermarket,Brand Loyalty,Sports Events,Pepsi,Other,10,4,2,4,4,4,4,5
333,35,Non-Binary,Low,Never,Store Brand,Dissatisfied,Other,Price,Restaurants,Other,Alone,4,3,1,1,2,2,5,4
334,53,Prefer Not to Say,Low,Rarely,Coke,Satisfied,Other,Price,Parties,Coke,Alone,3,2,3,4,2,3,5,5
335,47,Male,Low,Monthly,Store Brand,Very Satisfied,Supermarket,Other,Other,Other,Alone,7,2,5,1,5,2,1,1
336,43,Prefer Not to Say,High,Weekly,Other,Satisfied,Convenience Store,Taste,Parties,Pepsi,Alone,3,1,5,2,4,2,5,3
337,38,Non-Binary,High,Monthly,Pepsi,Very Satisfied,Vending Machine,Other,Other,RC Cola,With Family,7,3,5,4,1,3,1,2
338,61,Prefer Not to Say,Middle,Monthly,RC Cola,Dissatisfied,Online,Taste,Other,Coke,Alone,7,2,1,4,3,1,1,4
339,52,Male,Low,Rarely,Coke,Very Dissatisfied,Supermarket,Price,Work,Pepsi,Alone,6,5,4,2,1,2,1,5
340,50,Male,Middle,Daily,Pepsi,Dissatisfied,Vending Machine,Price,Other,Pepsi,With Friends,8,4,3,2,2,3,2,1
341,55,Prefer Not to Say,Middle,Rarely,Other,Very Satisfied,Convenience Store,Taste,Parties,Pepsi,Other,5,2,4,4,5,4,2,1
342,20,Male,Middle,Monthly,RC Cola,Very Satisfied,Other,Taste,Other,Pepsi,With Friends,8,4,3,1,1,3,4,4
343,19,Prefer Not to Say,High,Weekly,Store Brand,Very Satisfied,Supermarket,Price,Work,RC Cola,Alone,2,4,4,3,2,4,2,4
344,59,Non-Binary,Middle,Rarely,Store Brand,Neutral,Supermarket,Availability,Sports Events,Other,Other,2,5,5,2,5,4,1,1
345,50,Male,Middle,Monthly,Coke,Neutral,Other,Price,Other,RC Cola,Alone,1,2,3,4,3,1,3,4
346,36,Prefer Not to Say,Middle,Daily,Store Brand,Satisfied,Convenience Store,Price,Restaurants,Pepsi,Other,5,3,2,5,1,3,1,3
347,64,Male,Low,Never,Other,Very Satisfied,Other,Other,Work,Coke,Other,9,1,3,4,1,4,4,4
348,46,Prefer Not to Say,Low,Daily,Coke,Very Satisfied,Other,Availability,Parties,RC Cola,Other,3,1,3,1,1,4,3,4
349,42,Prefer Not to Say,Middle,Weekly,Other,Satisfied,Online,Brand Loyalty,Sports Events,RC Cola,With Friends,0,1,1,1,2,1,2,1
350,20,Female,High,Daily,Pepsi,Very Satisfied,Convenience Store,Price,Work,Pepsi,Alone,1,3,4,2,1,2,1,3
351,54,Female,Low,Monthly,Store Brand,Dissatisfied,Supermarket,Price,Home,RC Cola,Alone,1,5,2,5,5,3,3,5
352,50,Prefer Not to Say,Low,Rarely,RC Cola,Very Dissatisfied,Other,Availability,Sports Events,Coke,With Friends,5,2,5,3,5,4,4,5
353,28,Prefer Not to Say,High,Weekly,RC Cola,Neutral,Online,Price,Work,Pepsi,Alone,4,4,1,4,2,3,2,2
354,25,Non-Binary,Low,Weekly,Other,Neutral,Other,Brand Loyalty,Parties,Other,With Family,1,3,4,4,2,1,3,3
355,19,Male,Middle,Never,Coke,Dissatisfied,Vending Machine,Availability,Restaurants,Coke,With Family,0,2,2,4,2,5,1,3
356,33,Female,High,Daily,Pepsi,Very Dissatisfied,Vending Machine,Price,Sports Events,Store Brand,With Colleagues,9,3,1,1,4,3,2,5
357,39,Female,High,Never,Store Brand,Very Satisfied,Other,Taste,Work,Pepsi,With Colleagues,7,2,4,5,5,3,2,4
358,30,Female,Middle,Weekly,Store Brand,Very Dissatisfied,Other,Other,Other,Coke,With Family,5,5,5,3,4,1,1,3
359,26,Male,Low,Daily,Store Brand,Dissatisfied,Other,Availability,Parties,Store Brand,With Colleagues,5,5,2,2,2,4,5,2
360,61,Male,Low,Daily,Coke,Neutral,Supermarket,Availability,Other,Store Brand,Alone,10,3,3,2,1,1,5,1
361,43,Non-Binary,Middle,Monthly,Pepsi,Very Satisfied,Online,Price,Restaurants,Store Brand,With Colleagues,3,4,1,5,3,5,2,3
362,55,Non-Binary,Middle,Rarely,Pepsi,Neutral,Other,Brand Loyalty,Work,Store Brand,Alone,7,2,5,5,5,2,2,4
363,24,Female,Low,Rarely,Store Brand,Very Satisfied,Other,Brand Loyalty,Other,Coke,Alone,7,3,1,3,1,3,5,5
364,38,Prefer Not to Say,Middle,Weekly,RC Cola,Very Dissatisfied,Supermarket,Brand Loyalty,Restaurants,Store Brand,With Colleagues,8,1,1,4,2,1,3,5
365,48,Female,High,Monthly,RC Cola,Very Satisfied,Convenience Store,Taste,Home,RC Cola,With Friends,0,1,1,3,4,4,1,2
366,43,Male,Middle,Daily,Coke,Dissatisfied,Other,Other,Travel,Pepsi,With Colleagues,2,3,5,4,3,5,5,3
367,22,Prefer Not to Say,Low,Never,RC Cola,Dissatisfied,Other,Other,Home,Other,With Friends,7,5,3,3,4,4,3,5
368,49,Female,Middle,Monthly,RC Cola,Dissatisfied,Online,Availability,Home,Coke,With Friends,8,3,5,3,5,1,3,4
369,58,Female,Low,Rarely,Store Brand,Satisfied,Convenience Store,Price,Restaurants,Coke,With Colleagues,9,2,3,4,4,2,2,3
370,35,Female,High,Weekly,Store Brand,Very Dissatisfied,Convenience Store,Brand Loyalty,Home,Pepsi,Other,10,1,4,4,3,3,4,1
371,42,Male,Low,Never,Store Brand,Neutral,Other,Availability,Work,RC Cola,Alone,9,4,5,1,5,3,4,2
372,46,Non-Binary,Middle,Weekly,RC Cola,Satisfied,Convenience Store,Brand Loyalty,Parties,Other,With Friends,7,1,1,2,5,1,2,1
373,59,Non-Binary,High,Weekly,Coke,Dissatisfied,Vending Machine,Availability,Restaurants,Other,With Family,0,3,4,2,3,2,2,4
374,51,Male,Low,Weekly,Store Brand,Neutral,Other,Other,Home,Store Brand,With Friends,0,4,5,1,1,1,3,3
375,41,Non-Binary,Low,Daily,Coke,Very Satisfied,Vending Machine,Taste,Restaurants,Store Brand,With Family,1,5,4,5,5,5,2,4
376,27,Male,Low,Daily,Pepsi,Very Satisfied,Convenience Store,Other,Work,RC Cola,Other,8,5,5,1,3,1,4,2
377,63,Male,Low,Rarely,Store Brand,Very Satisfied,Online,Other,Parties,RC Cola,With Colleagues,10,4,3,1,5,5,5,1
378,35,Male,Low,Weekly,Store Brand,Satisfied,Supermarket,Availability,Sports Events,Pepsi,Alone,10,2,3,1,4,1,4,2
379,21,Non-Binary,Middle,Never,Other,Satisfied,Convenience Store,Price,Other,Other,With Friends,5,3,4,1,1,5,2,2
380,50,Prefer Not to Say,High,Weekly,RC Cola,Satisfied,Convenience Store,Price,Sports Events,Pepsi,With Colleagues,10,3,3,3,2,4,4,3
381,63,Male,Middle,Monthly,RC Cola,Neutral,Convenience Store,Price,Work,Store Brand,With Friends,7,4,3,3,2,5,4,4
382,29,Prefer Not to Say,Low,Rarely,RC Cola,Dissatisfied,Online,Brand Loyalty,Work,Other,Alone,9,3,4,4,2,3,3,5
383,53,Non-Binary,Low,Rarely,Store Brand,Very Satisfied,Other,Price,Home,Other,With Friends,9,5,5,1,2,5,2,4
384,55,Prefer Not to Say,Middle,Daily,RC Cola,Very Dissatisfied,Convenience Store,Availability,Home,RC Cola,Other,2,3,3,2,2,2,2,5
385,25,Prefer Not to Say,Low,Monthly,Pepsi,Very Satisfied,Online,Taste,Sports Events,Other,With Colleagues,4,1,4,3,2,1,3,1
386,33,Prefer Not to Say,High,Never,Pepsi,Very Dissatisfied,Online,Taste,Work,Store Brand,With Family,5,5,2,4,5,2,2,1
387,33,Non-Binary,Low,Monthly,Coke,Very Satisfied,Other,Other,Work,Store Brand,With Colleagues,9,2,3,2,2,2,5,1
388,54,Male,Low,Weekly,Store Brand,Very Dissatisfied,Vending Machine,Price,Travel,Pepsi,Other,5,5,5,3,1,2,1,4
389,49,Prefer Not to Say,Low,Weekly,Other,Very Satisfied,Online,Taste,Travel,RC Cola,Other,9,4,2,5,3,1,1,1
390,41,Prefer Not to Say,High,Weekly,Coke,Very Satisfied,Other,Taste,Parties,RC Cola,Other,7,5,3,1,2,1,1,3
391,48,Female,Low,Monthly,Store Brand,Neutral,Other,Price,Restaurants,Pepsi,Other,2,4,5,3,1,4,1,4
392,57,Non-Binary,Middle,Daily,RC Cola,Dissatisfied,Supermarket,Availability,Work,RC Cola,With Friends,2,2,1,2,1,1,4,5
393,43,Non-Binary,Middle,Never,Store Brand,Neutral,Convenience Store,Availability,Parties,RC Cola,With Colleagues,0,4,1,1,4,1,5,4
394,40,Female,Low,Weekly,RC Cola,Very Dissatisfied,Supermarket,Availability,Work,Coke,With Family,0,1,1,3,4,5,3,2
395,27,Non-Binary,Low,Rarely,Store Brand,Dissatisfied,Other,Price,Home,RC Cola,Other,2,1,2,3,3,4,3,2
